Included in rates,Distance from,Number of bathrooms,For your comfort and convenience,Not included in rates,Number of bedrooms,Address,Name,"Entertainment, well-being & sports",Dining,Sustainable development and environmental impact,Resort services and entertainment,Staff,Nearby,Description,Kitchen & Appliances,Max guests,Reservation conditions,Compulsory extra costs,"Equipment, facilities, events",Children,Max price,Outside,Min price
"
- Bed and household linens
- Concierge service
- Daily house cleaning
- Electricity, water, gas
- Garden maintenance
- Internet WIFI
- Pool and/or beach towels
- Pool maintenance
- Selection of bath products","
- Beach (500 M)
- Denpasar's airport (26 KM)
- Canggu (20 Minutes by car)",4,"
- Air conditioning in bedrooms only
- Dining &amp; living room is the same area
- Private parking space
- Reverse cycle air conditioner
- TV lounge","
- Airport transfer
- Baby cot
- Bikes available
- Breakfast
- Cancellation insurance
- Car with driver
- Chef / Cook
- Child care, Baby sitting
- Extra bed : 25.00 EUR Per Guest/night
- Extra hours of housekeeping
- Full board
- Grocery delivery
- Half board
- High chair
- Villa pre-stocking",4,"South West - Cemagi, Bali, Indonesia, Asia",Villa Anoyan,"
- Internet access (wifi)
- Outdoor swimming pool
- Pool with chlorine filtration
- Satellite or cable or Internet TV
- TV
- Villa has 2 swimming pools",,,,"
- Maid",,"Beautiful 4 bedroom villa located in the Tabanan region of Bali. Only 500 metres from the beach, pleasant exterior with terrace and swimming pool.","
- Coffee machine (beans)
- Fully equipped kitchen
- Ice maker
- Induction stove
- Property has 2 kitchens",8 (12 max.),,,"
- Extinguisher
- Safe deposit box
- Smoke detector","
- Baby cot
- Children welcome
- Extra bed for child available on request
- Highchair",744,"
- Garden
- Lounge chairs on the terrace
- Outdoor dining areas
- Parking
- Pool lounge chairs
- Summer kitchen
- Terrace(s)",492
"
- Bed and household linens
- Bikes available
- Breakfast
- Electricity, water, gas
- Internet WIFI
- Laundry service
- Use of the hotel SPA","
- Airport (30 KM)
- Aix en Provence (74 KM)
- Avignon (39 KM)
- Bonnieux (17 KM)",45,"
- Conference room
- Dining room
- Living room","
- Cancellation insurance
- Massage
- Meals",45,"Gordes, Provence, France, Europe",Bastide de Gordes,"
- Bar
- Fitness room
- Indoor swimming pool
- Outdoor swimming pool
- Playroom-Gameroom
- Spa",,,,,,"Luxury bastide located in the heart of the historic village of Gordes in Luberon, 45 rooms and 45 bathrooms. Breakfast included, reception room, seminar rooms, restaurants, access to Spa, indoor and outdoor pool, fitness room and children's area with pool.",,90,,,,"
- Children’s area",,"
- Great private park and garden
- Lounge area on the terrace
- Outdoor dining areas
- Pool lounge chairs
- Terrace(s)",
"
- Bed linen and towels change
- Beds made on arrival
- Champagne
- Daily house cleaning
- Housecleaning upon departure
- Household linen and bath linen
- Housekeeping and household linens
- Meet and greet at the house
- Slippers
- Toiletries
- Welcome hamper
- Wood for the fireplace","
- Downtown (300 M)
- Ski school (300 M)
- Snow Front (300 M)
- Skilift : Grangettes (300 M)",5,"
- Dining room
- Fireplace
- Living room
- Outdoor hot tub
- Private parking space
- Study room or den
- Terrace
- TV lounge","
- Cancellation insurance
- Concierge service : Pass Plus : starting from 300.00 EUR
- Concierge service : Serenity Pass : starting from 600.00 EUR
- Concierge service : Snow Pass : starting from 90.00 EUR",5,"Courchevel 1550, Courchevel, Northern Alps, France, Europe",Chalet Nunka,"
- Apple TV
- Blu-Ray DVD player
- Internet access (wifi)
- Shoe warmer
- SONOS sound system
- TV","
- Bed &amp; Breakfast",,,"
- Maid","
- Slopes less than 300 m away","Magnificent chalet located in Courchevel 1550, 5 bedrooms with bathrooms, TV room, outdoors jacuzzi, terrace, ski room, only 300 meters from ski slopes","
- Blender, mixeur
- Cooker hood
- Dish washer
- Dryer
- Fondue set
- Freezer
- Fully equipped kitchen
- Induction stove
- Iron
- Ironing board
- Microwave
- Nespresso coffee machine
- Oven
- Raclette
- Refrigerator
- Toaster
- Washing machine",10,,,"
- Elevator",,1720,"
- Balcony",
"
- Bed and household linens
- Electricity, water, gas
- House cleaning upon departure
- Internet WIFI","
- Airport (45 KM)",5,"
- Air conditioning
- Dining room
- Fireplace
- Living room","
- Cancellation insurance
- Daily house cleaning
- Late check-in
- Late check-out",5,"Alicante, Costa Blanca, Spain, Europe",Villa Sicara,"
- Internet access (wifi)
- Outdoor bar
- Outdoor private swimming pool
- Satellite or cable or Internet TV
- TV",,,,,,"Beautiful 5 bedroom property with sea view, located in Montiboli area, which is part of Villajoyosa‘s small Fishermen‘s Village. Direct seaside location, terrace and pool.","
- Coffee maker
- Dish washer
- Freezer
- Fully equipped kitchen
- Kettle
- Microwave
- Nespresso coffee machine
- Oven
- Refrigerator
- Washing machine",10,,,"
- Wine cellar","
- Children welcome",970,"
- Barbecue
- Lounge area on the terrace
- Lounge chairs on the terrace
- Outdoor dining areas
- Parking
- Pool lounge chairs
- Terrace(s)",1015
"
- Access to the gym
- Beach towels
- Bed and household linens
- Bikes available
- Concierge service
- Daily house cleaning
- Electricity, water, gas
- Garden maintenance
- Internet WIFI
- Kayaks available
- Laundry service
- Pool maintenance
- Security guard
- Selection of bath products","
- Airport (75 Minutes by car)
- Beach (1 Minutes by car)
- Golf (10 Minutes by car)
- Port Louis (40 Minutes by car)",3,"
- Air conditioning
- Beach / Pool towels
- Concierge
- Dining room
- Living room
- Private parking space
- Reading room
- Room service
- Terraces","
- Butler
- Cancellation insurance
- Car rental
- Chef / Cook
- Cooking lessons of local cuisine
- Cot + High Chair
- Excursions
- Heating of swimming pool : starting from 35.00 EUR Per Day
- In-house massage service",3,"Flacq, Mauritius East, Mauritius, Africa",Villa Almira,"
- Books
- Cards and board games
- DVD library
- DVD player
- Gym - Fitness room
- Heated pool
- Internet access (wifi)
- Music speaker
- Outdoor swimming pool
- Satellite or cable or Internet TV
- TV
- TV (all bedrooms)",,,,"
- Five-star hotel service
- Fully staffed villa","
- Direct access to the beach
- Direct sea access","Luxury 3 bedrooms villa facing the lagoon at Poste Lafayette in Mauritius, heated pool, house staff",,6 (9 max.),,,,"
- Baby bathtub
- Baby cot
- Baby listening device
- Child care and baby sitting on request
- Children meal to order
- Children welcome
- Extra bed for child available on request
- Highchair",873,"
- Barbecue
- Lounge area on the terrace
- Lounge chairs on the terrace
- Outdoor dining areas
- Outside shower
- Parking
- Pool house
- Pool lounge chairs",1123
"
- Beds made on arrival
- Housecleaning upon departure
- Household linen and bath linen
- Housekeeping and household linens
- Meet and greet at local office
- Toiletries","
- Downtown (50 M)
- Ski school (3 KM)
- Ski slope : La piste du Lapin (50 M)
- Skilift : Télésiège du Golf (50 M)",3,"
- Dining area
- Living room
- Private parking space
- Ski locker","
- Cancellation insurance
- Concierge service : Pass Plus : starting from 300.00 EUR
- Concierge service : Serenity Pass : starting from 600.00 EUR
- Concierge service : Snow Pass : starting from 90.00 EUR",4,"Méribel Village, Méribel, Northern Alps, France, Europe",Appartement Fermes C318,"
- Fitness room
- Hammam
- Indoor swimming pool
- Internet access (wifi)
- Sauna
- TV","
- This house is self catering",,,,"
- Ski in - Ski out
- Slopes less than 100 m away","Superb triplex flat located in the Residence C des Fermes de Méribel Village at the foot of the slopes. Free access to the swimming pool, sauna and hammam of the residence.","
- Coffee maker
- Combined microwave and regular ovens
- Cooker hood
- Dish washer
- Induction stove
- Kettle
- Nespresso coffee machine
- Open-style kitchen
- Refrigerator
- Toaster
- Vacuum cleaner
- Vitro-ceramic burners",9,,,"
- Elevator",,,"
- Balcony",
"
- Bed linens
- Concierge service
- Electricity, water, gas
- Extra bed
- Housecleaning upon departure
- Internet WIFI
- Selection of bath products
- Towels","
- Downtown (7 Minutes by car)",3,"
- Dining room
- Fireplace in living room
- Laundry room
- Living room
- Outdoor hot tub
- Private parking space
- Ski boot dryer
- Terrace","
- Activities booking (sled dogs, paragliding, hot air ballooning, helicopter tours etc...)
- Child care, Baby sitting
- Cost of ski equipment hire
- Helicopter transfer
- Lift pass delivery service
- Massage
- Private ski instruction or ski school
- Ski pass
- Transfer
- Villa pre-stocking",4,"Verbier, Swiss Alps, Switzerland, Europe",Chalet des Fées,"
- Hammam
- Hi-fi sound system
- Internet access (wifi)
- MP3 player connection
- Playroom-Gameroom
- Satellite or cable or Internet TV
- Ski room
- TV","
- This house is self catering",,,"
- Fully staffed chalet",,"Spacious chalet in the Sonalon area of Verbier, with 4 bedrooms, breathtaking views of the surrounding mountains and the village below, and an outdoor hot tub.","
- Fully equipped kitchen",8,,,,"
- Children welcome
- Extra bed for child available on request
- Highchair",,"
- Outdoor grill",
"
- Beds made on arrival
- Champagne
- Housecleaning upon departure
- Household linen and bath linen
- Housekeeping and household linens
- Intermediate cleaning in the middle of the stay
- Meet and greet at the house
- Slippers
- Toiletries
- Welcome hamper
- Wood for the fireplace","
- Downtown (200 M)
- Ski school (3 KM)
- Ski slope : La piste du Lapin (200 M)
- Skilift : Télésiège du Golf (200 M)",4,"
- Dining room
- Fireplace
- Outdoor hot tub
- Private parking space
- Ski locker
- Terrace
- TV lounge","
- Cancellation insurance
- Concierge service : Pass Plus : starting from 300.00 EUR
- Concierge service : Serenity Pass : starting from 600.00 EUR
- Concierge service : Snow Pass : starting from 90.00 EUR",4,"Méribel Village, Méribel, Northern Alps, France, Europe",Appartement Flocons 5,"
- Cards and board games
- Garden lounge furniture
- Internet access (wifi)
- Playroom-Gameroom
- Shoe warmer
- TV","
- This house is self catering",,,,"
- Slopes less than 200 m away","Charming apartment located near the slopes and shops of Meribel Village with 4 bedrooms, outdoor jacuzzi, games room, ski locker and garage.","
- Blender, mixeur
- Cooker hood
- Dish washer
- Dryer
- Fondue set
- Freezer
- Fully equipped kitchen
- Induction stove
- Iron
- Ironing board
- Kettle
- Microwave
- Nespresso coffee machine
- Open-style kitchen
- Oven
- Pierrade
- Pressure cooker
- Raclette
- Refrigerator
- Toaster
- Vacuum cleaner
- Washing machine",10,,,"
- Elevator
- Safe deposit box","
- Baby cot",879,"
- Balcony",
"
- Airport transfer both ways
- Breakfast
- Concierge service
- Domestic staff
- Electricity, water, gas
- Hammam
- Heating of swimming pool
- Housekeeping
- Internet WIFI
- Soft drinks
- Tennis","
- Airport (30 Minutes by car)
- Golf (15 Minutes by car)
- Medina (historic town) (20 Minutes by car)
- Gueliz (modern town) (20 Minutes by car)
- Jamaa el Fna square (20 Minutes by car)
- Souks (20 Minutes by car)
- Jardins Majorelle (15 Minutes by car)",9,"
- Air conditioning in bedrooms only
- Central heating
- Dining room
- Fireplace in dining room
- Fireplace in living room
- Reading room
- Roof terrace
- Separate staff apartment
- Separate staff entrance
- Terraces","
- Fenced Swimming pool
- Hairdresser
- In-house beauty treatments
- Massage
- Meals : starting from 32.00 EUR Per Guest
- Tennis trainer
- Tips for the staff
- Tourist guide",9,"Palmeraie and nearby, Marrakech, Morocco, Africa",Villa Ursula,"
- Cards and board games
- DVD player
- Hammam
- Heated outdoor swimming pool
- Internet access (wifi)
- Petanque area (game of boules)
- Private tennis court
- Satellite or cable or Internet TV
- Stereo sound system
- TV
- TV (all bedrooms)",,,,"
- Butler
- Cook
- Fully staffed villa
- Maid",,"Exquisite private villa in Marrakech Palmeraie, heated pool, private tennis court, up to 9 bedrooms, fully staffed with chef, butler, maids and gardeners",,16 (18 max.),,,"
- Safe deposit box","
- Baby cot
- Child care and baby sitting on request
- Children meal to order
- Children welcome
- Extra bed for child available on request",4207,"
- Great private park and garden
- Lounge area on the terrace
- Outdoor dining areas
- Pool lounge chairs
- Terrace(s)",
"
- Bed and household linens
- Concierge service
- Cot + High Chair
- Daily house cleaning
- Electricity, water, gas
- House cleaning upon departure
- Pool towels
- Toiletries
- Welcome hamper","
- Airport (45 Minutes by car)
- Beach (2 Minutes Walk)
- Downtown (45 Minutes by car)
- Supermarket (10 Minutes by car)
- Restaurants / Shops (5 Minutes by car)",5,"
- Outdoor hot tub","
- Breakfast : starting from 25.00 EUR Per Guest/night
- Cancellation insurance
- Chef / Cook
- Massage",5,"Cap Corse, Corsica, France, Europe",Villa Timol,"
- Internet access (wifi)
- Outdoor private swimming pool
- TV",,,,,,"Wonderful five bedroom villa, private bathrooms, large outdoors area, outdoor private pool, exterior jacuzzi, 2 minutes away from the beach, view over the sea","
- Cooking utensils
- Fully equipped kitchen",9,,,,,1705,"
- Garden
- Terrace(s)",1705
"
- Bed and household linens
- Electricity, water, gas
- Garden maintenance
- Housekeeping
- Internet WIFI
- Pool maintenance
- Selection of bath products
- Weekly change of linens &amp; towels (2 weeks stay min.)","
- Beach (7 Minutes by car)
- Barcelona airport (30 Minutes by car)",5,"
- Air conditioning
- Central heating
- Dining room
- Hair dryers
- Living room
- Outdoor hot tub
- Private parking space
- Study room or den","
- Cancellation insurance
- Extra change of bath towels
- Extra change of bed linen
- House cleaning upon departure - Mandatory : starting from 700.00 EUR Per Stay
- Pool heating : starting from 750.00 EUR Per Week",6,"Near Barcelona, Barcelona, Spain, Europe",Villa Stylista,"
- Billiard / Pool table
- Cards and board games
- Fitness room
- Hammam
- Heated outdoor swimming pool
- Internet access (wifi)
- Library
- Massage table
- Outdoor swimming pool
- Ping-Pong table
- Playroom-Gameroom
- Sauna
- Table football
- TV",,"
- Electric car charging station",,,,"Incredible 6 bedroom villa located only 15 minutes from Barcelona. Arcade game room, gym, hammam, jacuzzi, large and beautiful outdoor, waterfall, artificial river, pond, heatable pool and Finnish sauna.","
- Fully equipped kitchen",12,,,"
- Elevator",,6000,"
- Barbecue
- Great private park and garden
- Lounge area on the terrace
- Lounge chairs on the terrace
- Lounge tent in the garden
- Outdoor dining areas
- Pool lounge chairs
- Terrace(s)",2678
"
- Baby cot
- Bed and household linens
- Concierge service
- Electricity, water, gas
- Garden/Pool maintenance
- High chair
- House cleaning upon departure
- Internet WIFI
- Pool heating
- Pool towels
- Selection of bath products","
- Airport (105 KM)
- Beach (60 M)
- Downtown (7 KM)
- Ski slope (215 KM)",7,"
- Air conditioning (some rooms)
- Central heating
- Dining &amp; living room is the same area
- Fireplace in living room
- Private parking space
- Roof terrace
- TV lounge
- Veranda","
- Airport transfer
- Breakfast
- Cancellation insurance
- Car with driver
- Chef / Cook
- Extra house cleaning time
- Full board
- Grocery delivery
- Half board
- Villa pre-stocking",6,"Malaga, Andalusia, Spain, Europe",Finca Ronda,"
- Bar
- Billiard and games room
- Cards and board games
- Cinema room
- Heated outdoor swimming pool
- Infinity pool
- Internet access (wifi)
- Ping-Pong table
- Pool with chlorine filtration
- Private tennis court
- Table football
- TV
- Villa has 2 swimming pools",,,,,,"Beautiful 6 bedroom finca, located in Ronda, in the province of Malaga. Game room, cinema room, incredible outdoors with garden, terraces, pergola, tennis court and 2 pools.","
- Blender, mixeur
- Coffee machine (beans)
- Coffee machine (pod)
- Double refrigerator
- Fully equipped kitchen
- Ice maker
- Indoor Plancha
- Juice extractor",12 (15 max.),,,"
- Extinguisher
- Safe deposit box
- Smoke detector
- Underfloor heating","
- Baby cot
- Children welcome
- Extra bed for child available on request
- Highchair
- Pool safety system",960,"
- Botanical garden
- Coal barbecue
- Garden
- Lounge area on the terrace
- Lounge chairs on the terrace
- Outdoor dining areas
- Pool house (shower and WC as a minimum)
- Pool lounge chairs
- Summer kitchen
- Terrace(s)
- Vegetable garden",1410
